Brand,Vehicle_Type,Title,Fuel Type,Gear,Price,Year,Location,Mileage,Listing_URL
Mitsubishi,Car,Mitsubishi LANCER CS1 GLX 2008 Car,Petrol,Automatic,Negotiable,2008,Gampaha,"175,000 km",https://riyasewana.com/buy/mitsubishi-lancer-cs1-sale-gampaha-12123659
Toyota,Car,Toyota Axio 2011 Car,Petrol,Automatic,"Rs. 7,750,000",2011,Matara,"105,000 km",https://riyasewana.com/buy/toyota-axio-sale-matara-12090442
Toyota,Car,Toyota Roomy G Grade 2023 Car,Petrol,Automatic,"Rs. 8,950,000",2023,Colombo,"25,000 km",https://riyasewana.com/buy/toyota-roomy-g-sale-colombo-12065800
Toyota,Car,Toyota Roomy Custom G 2023 Car,Petrol,Automatic,"Rs. 9,800,000",2023,Colombo,"12,000 km",https://riyasewana.com/buy/toyota-roomy-custom-sale-colombo-12065791
Nissan,Car,Nissan March K11 2000 Car,Petrol,Automatic,"Rs. 3,375,000",2000,Negombo,"177,450 km",https://riyasewana.com/buy/nissan-march-k11-sale-negombo-12123625
Toyota,Car,Toyota Vitz Ksp90 2007 Car,Petrol,Automatic,"Rs. 5,325,000",2007,Negombo,"153,170 km",https://riyasewana.com/buy/toyota-vitz-ksp90-sale-negombo-12123622
Toyota,Car,Toyota Vios 2003 Car,Petrol,Automatic,"Rs. 5,750,000",2003,Anuradapura,"148,000 km",https://riyasewana.com/buy/toyota-vios-sale-anuradapura-12123605
Honda,Car,Honda Fit GP1 2012 Car,Petrol,Automatic,Negotiable,2012,Kottawa,"1,111 km",https://riyasewana.com/buy/honda-fit-gp1-sale-kottawa-12123596
Suzuki,Car,Suzuki Spacia 2016 Car,Petrol,Automatic,"Rs. 5,400,000",2016,Homagama,"145,000 km",https://riyasewana.com/buy/suzuki-spacia-sale-homagama-12123594
Honda,Car,Honda Fit Aria 2008 Car,Petrol,Automatic,"Rs. 4,975,000",2008,Dehiwala-Mt,"173,000 km",https://riyasewana.com/buy/honda-fit-aria-sale-dehiwala-mount-lavinia-12123590
Suzuki,Car,Suzuki Wagon R Stingray 2017 Car,Petrol,Automatic,Negotiable,2017,Kottawa,"110,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-kottawa-12123588
Toyota,Car,Toyota Allion 260 G Grade 2007 Car,Petrol,Automatic,Negotiable,2007,Dankotuwa,"159,000 km",https://riyasewana.com/buy/toyota-allion-260-sale-dankotuwa-12123583
Suzuki,Car,Suzuki Wagon R 2014 Car,Petrol,Automatic,"Rs. 5,700,000",2014,Matale,"112,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-matale-12123580
Perodua,Car,Perodua Viva Elite 2011 Car,Petrol,Automatic,"Rs. 4,775,000",2011,Dehiwala-Mt,"60,000 km",https://riyasewana.com/buy/perodua-viva-elite-sale-dehiwala-mount-lavinia-12123568
Nissan,Car,Nissan FB15 SUPER SALOON 2002 Car,Petrol,Automatic,"Rs. 5,375,000",2002,Gampaha,"179,000 km",https://riyasewana.com/buy/nissan-fb15-super-sale-gampaha-12123562
Nissan,Car,Nissan FB15 2001 Car,Petrol,Automatic,"Rs. 4,300,000",2001,Panadura,"230,000 km",https://riyasewana.com/buy/nissan-fb15-sale-panadura-12123556
Perodua,Car,Perodua Bezza 2018 Car,Petrol,Automatic,Negotiable,2018,Matara,"90,000 km",https://riyasewana.com/buy/perodua-bezza-sale-matara-12123547
Mazda,Car,Mazda 3 Axela 2006 Car,Petrol,Automatic,"Rs. 4,550,000",2006,Kandy,"140,000 km",https://riyasewana.com/buy/mazda-3-axela-sale-kandy-12123534
Honda,Car,Honda N Box 2016 Car,Petrol,Automatic,"Rs. 6,480,000",2016,Hikkaduwa,"48,000 km",https://riyasewana.com/buy/honda-n-box-sale-hikkaduwa-12123532
Toyota,Car,Toyota Corolla 110 1997 Car,Petrol,Automatic,"Rs. 3,275,000",1997,Kalutara,"123,456 km",https://riyasewana.com/buy/toyota-corolla-110-sale-kalutara-12123525
Toyota,Car,Toyota Corolla 141 2007 Car,Petrol,Automatic,"Rs. 6,300,000",2007,Colombo,"200,000 km",https://riyasewana.com/buy/toyota-corolla-141-sale-colombo-11815381
Toyota,Car,Toyota Carina Ti 2002 Car,Petrol,Automatic,Negotiable,2002,Mawanella,"195,000 km",https://riyasewana.com/buy/toyota-carina-ti-sale-mawanella-12123509
Suzuki,Car,Suzuki Wagon R FZ 2018 Car,Petrol,Automatic,Negotiable,2018,Gampaha,"82,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-gampaha-12123489
Toyota,Car,Toyota Vitz KSP90 2007 Car,Petrol,Automatic,"Rs. 5,290,000",2007,Nugegoda,"190,000 km",https://riyasewana.com/buy/toyota-vitz-ksp90-sale-nugegoda-12099087
Toyota,Car,Toyota Starlet Ep82 GT 2002 Car,Petrol,Automatic,"Rs. 4,115,000",2002,Gampola,11 km,https://riyasewana.com/buy/toyota-starlet-ep82-sale-gampola-12123451
Suzuki,Car,Suzuki Wagon R FX Safety 2017 Car,Petrol,Automatic,"Rs. 6,375,000",2017,Dehiwala-Mt,"111,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-dehiwala-mount-lavinia-12123450
Toyota,Car,Toyota Premio G Superior 2014 Car,Petrol,Automatic,Negotiable,2014,Polonnaruwa,"141,000 km",https://riyasewana.com/buy/toyota-premio-g-sale-polonnaruwa-12123441
Toyota,Car,Toyota VITZ EDITION 2018 Car,Petrol,Automatic,Negotiable,2018,Wennappuwa,"76,850 km",https://riyasewana.com/buy/toyota-vitz-edition-sale-wennappuwa-12123438
Perodua,Car,Perodua Viva Elite 2010 Car,Petrol,Automatic,"Rs. 4,390,000",2010,Matara,"155,000 km",https://riyasewana.com/buy/perodua-viva-elite-sale-matara-12123437
Suzuki,Car,Suzuki Celerio Zxi 2017 Car,Petrol,Automatic,"Rs. 5,850,000",2017,Kadawatha,"52,000 km",https://riyasewana.com/buy/suzuki-celerio-zxi-sale-kadawatha-12123430
Toyota,Car,Toyota Camry 2007 Car,Petrol,Automatic,Negotiable,2007,Kurunegala,"162,000 km",https://riyasewana.com/buy/toyota-camry-sale-kurunegala-12123425
Suzuki,Car,Suzuki Swift 2003 Car,Petrol,Automatic,"Rs. 3,975,000",2003,Mawanella,"213,000 km",https://riyasewana.com/buy/suzuki-swift-sale-mawanella-12123409
Toyota,Car,Toyota Aqua 2014 Car,Petrol,Automatic,"Rs. 7,825,000",2014,Colombo,"172,843 km",https://riyasewana.com/buy/toyota-aqua-sale-colombo-12110363
Toyota,Car,Toyota Vitz 2016 Car,Petrol,Automatic,"Rs. 7,000,000",2016,Kottawa,"143,000 km",https://riyasewana.com/buy/toyota-vitz-sale-kottawa-12098408
Toyota,Car,Toyota Vitz 2018 Car,Petrol,Automatic,Negotiable,2018,Wennappuwa,"55,000 km",https://riyasewana.com/buy/toyota-vitz-sale-wennappuwa-12123402
Toyota,Car,Toyota VITZ KSP130 2015 Car,Petrol,Automatic,Negotiable,2015,Ratnapura,"136,000 km",https://riyasewana.com/buy/toyota-vitz-ksp130-sale-ratnapura-12123394
Suzuki,Car,Suzuki Wagon R Stingray 2014 Car,Petrol,Automatic,"Rs. 5,850,000",2014,Negombo,"132,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-negombo-12123386
Toyota,Car,Toyota Corolla 2001 Car,Petrol,Automatic,Negotiable,2001,Kotte,"193,000 km",https://riyasewana.com/buy/toyota-corolla-sale-kotte-12112535
Honda,Car,Honda Fit Aria 2005 Car,Petrol,Automatic,"Rs. 4,750,000",2005,Kadawatha,,https://riyasewana.com/buy/honda-fit-aria-sale-kadawatha-12031429
Mazda,Car,Mazda 6 2015 Car,Petrol,Automatic,Negotiable,2015,Colombo,"66,074 km",https://riyasewana.com/buy/mazda-6-sale-colombo-12022964
Toyota,Car,Toyota Prius 2015 Car,Petrol,Automatic,"Rs. 10,700,000",2015,Colombo,"113,000 km",https://riyasewana.com/buy/toyota-prius-sale-colombo-12123383
Toyota,Car,Toyota Aqua S Limited 2012 Car,Petrol,Automatic,"Rs. 7,600,000",2012,Matara,"110,000 km",https://riyasewana.com/buy/toyota-aqua-s-sale-matara-12123366
BMW,Car,BMW 318i 2016 Car,Petrol,Automatic,"Rs. 17,800,000",2016,Panadura,,https://riyasewana.com/buy/bmw-318i-sale-panadura-12123362
Suzuki,Car,Suzuki Swift Center Antenna 2004 Car,Petrol,Automatic,Negotiable,2004,Ratnapura,"125,000 km",https://riyasewana.com/buy/suzuki-swift-center-sale-ratnapura-12123344
Nissan,Car,Nissan March K11 2001 Car,Petrol,Automatic,"Rs. 3,275,000",2001,Kurunegala,"148,000 km",https://riyasewana.com/buy/nissan-march-k11-sale-kurunegala-12123343
Toyota,Car,Toyota Corolla AE100 Elephant Back L Touring 1998 Car,Petrol,Automatic,"Rs. 3,180,000",1998,Colombo,"299,000 km",https://riyasewana.com/buy/toyota-corolla-ae100-sale-colombo-12123341
Nissan,Car,Nissan Dayz X 2024 Car,Petrol,Automatic,"Rs. 7,350,000",2024,Gampaha,"29,000 km",https://riyasewana.com/buy/nissan-dayz-x-sale-gampaha-11990443
Nissan,Car,Nissan FB15 ECO MODEL 1999 Car,Petrol,Automatic,"Rs. 4,090,000",1999,Kurunegala,"148,000 km",https://riyasewana.com/buy/nissan-fb15-eco-sale-kurunegala-12123322
Nissan,Car,Nissan Sunny FB15 2000 Car,Petrol,Automatic,"Rs. 4,275,000",2000,Kurunegala,"120,000 km",https://riyasewana.com/buy/nissan-sunny-fb15-sale-kurunegala-12123312
Toyota,Car,Toyota Axio 2015 Car,Petrol,Automatic,"Rs. 9,875,000",2015,Malabe,"198,000 km",https://riyasewana.com/buy/toyota-axio-sale-malabe-12123305
Honda,Car,Honda Fit 2014 Car,Petrol,Automatic,"Rs. 7,575,000",2014,Polonnaruwa,"133,000 km",https://riyasewana.com/buy/honda-fit-sale-polonnaruwa-12123301
Suzuki,Car,Suzuki Spacia 2016 Car,Petrol,Automatic,"Rs. 6,275,000",2016,Homagama,"117,000 km",https://riyasewana.com/buy/suzuki-spacia-sale-homagama-12123294
Toyota,Car,Toyota Allion 260 2013 Car,Petrol,Automatic,"Rs. 9,700,000",2013,Negombo,"171,000 km",https://riyasewana.com/buy/toyota-allion-260-sale-negombo-12123284
Toyota,Car,Toyota Axio 2008 Car,Petrol,Automatic,"Rs. 7,330,000",2008,Kottawa,"190,000 km",https://riyasewana.com/buy/toyota-axio-sale-kottawa-12123280
Mercedes-Benz,Car,Mercedes-Benz C200 2019 Car,Petrol,Automatic,"Rs. 22,500,000",2019,Nugegoda,"145,000 km",https://riyasewana.com/buy/mercedes-benz-c200-sale-nugegoda-11914566
Toyota,Car,Toyota Vitz 2010 Car,Petrol,Automatic,"Rs. 5,600,000",2010,Matara,"126,000 km",https://riyasewana.com/buy/toyota-vitz-sale-matara-12123260
Nissan,Car,Nissan Dayz 2017 Car,Petrol,Automatic,"Rs. 5,975,000",2017,Malabe,"73,000 km",https://riyasewana.com/buy/nissan-dayz-sale-malabe-12123252
Suzuki,Car,Suzuki Swift 2010 Car,Petrol,Automatic,"Rs. 5,250,000",2010,Kurunegala,"170,000 km",https://riyasewana.com/buy/suzuki-swift-sale-kurunegala-12123238
Perodua,Car,Perodua Bezza 2018 Car,Petrol,Automatic,"Rs. 7,500,000",2018,Kandy,"28,000 km",https://riyasewana.com/buy/perodua-bezza-sale-kandy-12123236
Nissan,Car,Nissan Ad Wagon 2006 Car,Petrol,Automatic,"Rs. 4,250,000",2006,Gampaha,"157,331 km",https://riyasewana.com/buy/nissan-ad-wagon-sale-gampaha-12123235
Honda,Car,Honda CIVIC SR 2018 Car,Petrol,Automatic,"Rs. 11,000,000",2018,Vavuniya,"91,000 km",https://riyasewana.com/buy/honda-civic-sr-sale-vavuniya-12123218
Mercedes-Benz,Car,Mercedes-Benz C230 Reg 2007 Car,Petrol,Automatic,Negotiable,2007,Colombo,"110,522 km",https://riyasewana.com/buy/mercedes-benz-c230-reg-sale-colombo-12123203
BMW,Car,BMW 318i M Sport Estoril Blue 2018 Car,Petrol,Automatic,Negotiable,2018,Malabe,"35,000 km",https://riyasewana.com/buy/bmw-318i-m-sale-malabe-12082113
Ford,Car,Ford Mondeo Mk3 2002 Car,Petrol,Automatic,"Rs. 3,000,000",2002,Colombo,"160,000 km",https://riyasewana.com/buy/ford-mondeo-mk3-sale-colombo-11939325
Toyota,Car,Toyota Carina At170 EFI 1991 Car,Petrol,Automatic,Negotiable,1991,Kandy,"213,000 km",https://riyasewana.com/buy/toyota-carina-at170-sale-kandy-12123199
Toyota,Car,Toyota Yaris 2013 Car,Petrol,Automatic,Negotiable,2013,Nugegoda,"51,300 km",https://riyasewana.com/buy/toyota-yaris-sale-nugegoda-12123196
Suzuki,Car,Suzuki Ignis Swift 2003 Car,Petrol,Automatic,"Rs. 4,350,000",2003,Ja-Ela,"169,582 km",https://riyasewana.com/buy/suzuki-ignis-swift-sale-ja-ela-12123193
Toyota,Car,Toyota Allion G Grade 2014 Car,Petrol,Automatic,Negotiable,2014,Hambantota,"133,000 km",https://riyasewana.com/buy/toyota-allion-g-sale-hambantota-12123186
Toyota,Car,Toyota Allion 2008 Car,Petrol,Automatic,"Rs. 8,500,000",2008,Anuradapura,"142,000 km",https://riyasewana.com/buy/toyota-allion-sale-anuradapura-12123174
Toyota,Car,Toyota Vitz 2019 Car,Petrol,Automatic,"Rs. 8,800,000",2019,Wattala,"110,000 km",https://riyasewana.com/buy/toyota-vitz-sale-wattala-12123167
Honda,Car,Honda Civic ES8 2004 Car,Petrol,Automatic,Negotiable,2004,Pannipitiya,"199,980 km",https://riyasewana.com/buy/honda-civic-es8-sale-pannipitiya-12123143
Toyota,Car,Toyota Vitz 2007 Car,Petrol,Automatic,Negotiable,2007,Minuwangoda,"160,000 km",https://riyasewana.com/buy/toyota-vitz-sale-minuwangoda-12123136
Toyota,Car,Toyota Premio 2011 Car,Petrol,Automatic,"Rs. 9,990,000",2011,Colombo,"117,000 km",https://riyasewana.com/buy/toyota-premio-sale-colombo-12123130
Toyota,Car,Toyota ROOMY CUSTOM GT TURBO 2024 Car,Petrol,Automatic,"Rs. 11,350,000",2024,Kandy,"12,000 km",https://riyasewana.com/buy/toyota-roomy-custom-sale-kandy-11949404
Mercedes-Benz,Car,Mercedes-Benz C300 2015 Car,Petrol,Automatic,"Rs. 18,750,000",2015,Nawala,"54,000 km",https://riyasewana.com/buy/mercedes-benz-c300-sale-nawala-12120592
BMW,Car,BMW 523i Luxury Line Prestige 2010 Car,Petrol,Automatic,"Rs. 14,500,000",2010,Colombo,"119,000 km",https://riyasewana.com/buy/bmw-523i-luxury-sale-colombo-12123111
Toyota,Car,Toyota Vios S Grade 2006 Car,Petrol,Automatic,Negotiable,2006,Moratuwa,"160,583 km",https://riyasewana.com/buy/toyota-vios-s-sale-moratuwa-12123090
Mercedes-Benz,Car,Mercedes-Benz C200 2020 Car,Petrol,Automatic,"Rs. 26,500,000",2020,Colombo,"41,500 km",https://riyasewana.com/buy/mercedes-benz-c200-sale-colombo-12093349
Mercedes-Benz,Car,Mercedes-Benz C200 Exclusive 2018 Car,Petrol,Automatic,"Rs. 20,700,000",2018,Malabe,"117,000 km",https://riyasewana.com/buy/mercedes-benz-c200-exclusive-sale-malabe-12123075
Suzuki,Car,Suzuki Alto K10 2015 Car,Petrol,Automatic,"Rs. 4,250,000",2015,Ratnapura,"126,000 km",https://riyasewana.com/buy/suzuki-alto-k10-sale-ratnapura-12123071
Nissan,Car,Nissan FB15 1999 Car,Petrol,Automatic,"Rs. 4,150,000",1999,Chilaw,"223,700 km",https://riyasewana.com/buy/nissan-fb15-sale-chilaw-12123059
Nissan,Car,Nissan Sunny FB15 2003 Car,Petrol,Automatic,"Rs. 5,075,000",2003,Kurunegala,"197,000 km",https://riyasewana.com/buy/nissan-sunny-fb15-sale-kurunegala-12123058
Suzuki,Car,Suzuki Martui Efi 2001 Car,Petrol,Automatic,"Rs. 17,000,000",2001,Avissawella,,https://riyasewana.com/buy/suzuki-martui-efi-sale-avissawella-12123056
Hyundai,Car,Hyundai Grand I10 2017 Car,Petrol,Automatic,"Rs. 5,800,000",2017,Galle,"48,000 km",https://riyasewana.com/buy/hyundai-grand-i10-sale-galle-12123043
Nissan,Car,Nissan N16 2000 Car,Petrol,Automatic,"Rs. 3,890,000",2000,Pannipitiya,"180,000 km",https://riyasewana.com/buy/nissan-n16-sale-pannipitiya-12123030
Kia,Car,Kia Picanto 2016 Car,Petrol,Automatic,"Rs. 5,460,000",2016,Colombo,"93,200 km",https://riyasewana.com/buy/kia-picanto-sale-colombo-12123028
Toyota,Car,Toyota Yaris 2008 Car,Petrol,Automatic,"Rs. 6,290,000",2008,Nugegoda,"125,000 km",https://riyasewana.com/buy/toyota-yaris-sale-nugegoda-12123018
Audi,Car,Audi A4 30 TFSI 2018 Car,Petrol,Automatic,"Rs. 19,000,000",2018,Colombo,"81,500 km",https://riyasewana.com/buy/audi-a4-30-sale-colombo-12123011
Honda,Car,Honda N WGN 2015 Car,Petrol,Automatic,"Rs. 6,150,000",2015,Anuradapura,"108,500 km",https://riyasewana.com/buy/honda-n-wgn-sale-anuradapura-12123008
Toyota,Car,Toyota Vitz RS 1999 Car,Petrol,Automatic,Negotiable,1999,Kandy,"144,000 km",https://riyasewana.com/buy/toyota-vitz-rs-sale-kandy-12123003
Mercedes-Benz,Car,Mercedes-Benz E200 2010 Car,Petrol,Automatic,"Rs. 12,500,000",2010,Colombo,"89,500 km",https://riyasewana.com/buy/mercedes-benz-e200-sale-colombo-12024683
Kia,Car,Kia CARENS 2001 Car,Petrol,Automatic,"Rs. 3,200,000",2001,Kurunegala,"143,000 km",https://riyasewana.com/buy/kia-carens-sale-kurunegala-12122976
Toyota,Car,Toyota Yaris X 2024 Car,Petrol,Automatic,"Rs. 9,175,000",2024,Colombo,"45,000 km",https://riyasewana.com/buy/toyota-yaris-x-sale-colombo-12065038
Toyota,Car,Toyota Premio 2012 Car,Petrol,Automatic,"Rs. 10,500,000",2012,Battaramulla,"122,383 km",https://riyasewana.com/buy/toyota-premio-sale-battaramulla-11879268
Toyota,Car,Toyota Vitz 2007 Car,Petrol,Automatic,"Rs. 5,190,000",2007,Gampaha,"160,000 km",https://riyasewana.com/buy/toyota-vitz-sale-gampaha-12122911
Suzuki,Car,Suzuki Wagon R Custom Z 2026 Car,Petrol,Automatic,"Rs. 8,975,000",2026,Wennappuwa,,https://riyasewana.com/buy/suzuki-wagon-r-sale-wennappuwa-12122903
Toyota,Car,Toyota Vitz Edition 2018 Car,Petrol,Automatic,"Rs. 7,875,000",2018,Mirigama,"80,000 km",https://riyasewana.com/buy/toyota-vitz-edition-sale-mirigama-12122900
Toyota,Car,Toyota Premio G Superior 2010 Car,Petrol,Automatic,"Rs. 9,775,000",2010,Kandy,"177,000 km",https://riyasewana.com/buy/toyota-premio-g-sale-kandy-12122899
Suzuki,Car,Suzuki Wagon R 2002 Car,Petrol,Automatic,"Rs. 3,685,000",2002,Gampaha,"83,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-gampaha-12122890
Honda,Car,Honda Insight 2009 Car,Petrol,Automatic,"Rs. 6,750,000",2009,Anuradapura,"170,000 km",https://riyasewana.com/buy/honda-insight-sale-anuradapura-12122888
Toyota,Car,Toyota Premio G Superior 2014 Car,Petrol,Automatic,"Rs. 12,350,000",2014,Nugegoda,"130,000 km",https://riyasewana.com/buy/toyota-premio-g-sale-nugegoda-12122887
Toyota,Car,Toyota CAMRY 2008 Car,Petrol,Automatic,Negotiable,2008,Galle,"162,800 km",https://riyasewana.com/buy/toyota-camry-sale-galle-12122885
Suzuki,Car,Suzuki Wagon R Stingray 2018 Car,Petrol,Automatic,"Rs. 7,275,000",2018,Colombo,"74,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-colombo-12122883
Toyota,Car,Toyota Yaris 2007 Car,Petrol,Automatic,"Rs. 5,875,000",2007,Matale,"153,000 km",https://riyasewana.com/buy/toyota-yaris-sale-matale-12122860
Perodua,Car,Perodua VIVA ELITE 2011 Car,Petrol,Automatic,"Rs. 4,685,000",2011,Homagama,"145,400 km",https://riyasewana.com/buy/perodua-viva-elite-sale-homagama-12122858
Toyota,Car,Toyota Aqua 2014 Car,Petrol,Automatic,"Rs. 7,050,000",2014,Moneragala,"130,000 km",https://riyasewana.com/buy/toyota-aqua-sale-moneragala-12122842
Toyota,Car,Toyota Vitz 2007 Car,Petrol,Automatic,"Rs. 5,490,000",2007,Dehiwala-Mt,"133,500 km",https://riyasewana.com/buy/toyota-vitz-sale-dehiwala-mount-lavinia-12122840
Toyota,Car,Toyota VIOS 2003 Car,Petrol,Automatic,"Rs. 5,785,000",2003,Homagama,"156,600 km",https://riyasewana.com/buy/toyota-vios-sale-homagama-12122834
Toyota,Car,Toyota Axio 2010 Car,Petrol,Automatic,"Rs. 7,650,000",2010,Nittambuwa,"120,000 km",https://riyasewana.com/buy/toyota-axio-sale-nittambuwa-12122827
Mitsubishi,Car,Mitsubishi Lancer Cs3 GLX 2010 Car,Petrol,Automatic,"Rs. 6,950,000",2010,Homagama,"159,000 km",https://riyasewana.com/buy/mitsubishi-lancer-cs3-sale-homagama-12122825
Suzuki,Car,Suzuki Wagon R 2003 Car,Petrol,Automatic,Negotiable,2003,Kandana,"85,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-kandana-12122824
Honda,Car,Honda CIVIC FD1 2007 Car,Petrol,Automatic,"Rs. 7,785,000",2007,Homagama,"200,200 km",https://riyasewana.com/buy/honda-civic-fd1-sale-homagama-12122812
Nissan,Car,Nissan FB15 1999 Car,Petrol,Automatic,Negotiable,1999,Kandy,"154,900 km",https://riyasewana.com/buy/nissan-fb15-sale-kandy-12122797
Nissan,Car,Nissan March K11 1999 Car,Petrol,Automatic,"Rs. 3,575,000",1999,Gampaha,,https://riyasewana.com/buy/nissan-march-k11-sale-gampaha-12122792
Suzuki,Car,Suzuki Alto Japan 2016 Car,Petrol,Automatic,Negotiable,2016,Bandarawela,"72,000 km",https://riyasewana.com/buy/suzuki-alto-japan-sale-bandarawela-12122776
Nissan,Car,Nissan Dayz X B43W 2025 Car,Petrol,Automatic,"Rs. 7,490,000",2025,Kottawa,"3,000 km",https://riyasewana.com/buy/nissan-dayz-x-sale-kottawa-12115918
Toyota,Car,Toyota Pixis 2024 Car,Petrol,Automatic,"Rs. 7,000,000",2024,Kandy,"9,500 km",https://riyasewana.com/buy/toyota-pixis-sale-kandy-12115354
Nissan,Car,Nissan Dayz 2024 Car,Petrol,Automatic,"Rs. 8,700,000",2024,Kesbewa,"11,900 km",https://riyasewana.com/buy/nissan-dayz-sale-kesbewa-12109717
Daihatsu,Car,Daihatsu Mira 2025 Car,Petrol,Automatic,"Rs. 7,300,000",2025,Boralesgamuwa,"4,500 km",https://riyasewana.com/buy/daihatsu-mira-sale-boralesgamuwa-12060777
Honda,Car,Honda Civic 2018 Car,Petrol,Automatic,Negotiable,2018,Kurunegala,"108,000 km",https://riyasewana.com/buy/honda-civic-sale-kurunegala-12122761
Nissan,Car,Nissan FB15 2001 Car,Petrol,Automatic,"Rs. 4,150,000",2001,Kurunegala,"216,750 km",https://riyasewana.com/buy/nissan-fb15-sale-kurunegala-12122750
Suzuki,Car,Suzuki Wagon R FZ 2017 Car,Petrol,Automatic,Negotiable,2017,Kalutara,660 km,https://riyasewana.com/buy/suzuki-wagon-r-sale-kalutara-12122745
Suzuki,Car,Suzuki Celerio 2015 Car,Petrol,Automatic,Negotiable,2015,Matara,"129,000 km",https://riyasewana.com/buy/suzuki-celerio-sale-matara-12122726
Kia,Car,Kia Picanto 2004 Car,Petrol,Automatic,"Rs. 3,625,000",2004,Maharagama,"161,000 km",https://riyasewana.com/buy/kia-picanto-sale-maharagama-12122724
Toyota,Car,Toyota Axio 2010 Car,Petrol,Automatic,Negotiable,2010,Nittambuwa,"158,000 km",https://riyasewana.com/buy/toyota-axio-sale-nittambuwa-12122705
Toyota,Car,Toyota Allion 2002 Car,Petrol,Automatic,"Rs. 6,900,000",2002,Tangalle,"177,900 km",https://riyasewana.com/buy/toyota-allion-sale-tangalle-12122704
Suzuki,Car,Suzuki Swift 2003 Car,Petrol,Automatic,"Rs. 4,050,000",2003,Negombo,186 km,https://riyasewana.com/buy/suzuki-swift-sale-negombo-12122684
Nissan,Car,Nissan FB15 2000 Car,Petrol,Automatic,"Rs. 4,290,000",2000,Kegalle,"220,000 km",https://riyasewana.com/buy/nissan-fb15-sale-kegalle-12122682
Toyota,Car,Toyota Premio 2010 Car,Petrol,Automatic,"Rs. 9,725,000",2010,Kelaniya,"130,000 km",https://riyasewana.com/buy/toyota-premio-sale-kelaniya-12122681
Toyota,Car,Toyota Vitz Edition 1 2020 Car,Petrol,Automatic,Negotiable,2020,Kurunegala,"131,000 km",https://riyasewana.com/buy/toyota-vitz-edition-sale-kurunegala-12122677
BMW,Car,BMW 318i 2018 Car,Petrol,Automatic,"Rs. 20,000,000",2018,Colombo,"74,000 km",https://riyasewana.com/buy/bmw-318i-sale-colombo-12122659
Audi,Car,Audi A5 S Line Highest Spec 2018 Car,Petrol,Automatic,Negotiable,2018,Nawala,"83,000 km",https://riyasewana.com/buy/audi-a5-s-sale-nawala-12122656
Audi,Car,Audi A3 Sportback Advance 2023 Car,Petrol,Automatic,Negotiable,2023,Colombo,"29,000 km",https://riyasewana.com/buy/audi-a3-sportback-sale-colombo-12122653
Toyota,Car,Toyota Corolla 141 Lx 2008 Car,Petrol,Automatic,"Rs. 6,650,000",2008,Moneragala,"165,000 km",https://riyasewana.com/buy/toyota-corolla-141-sale-moneragala-12122628
Daihatsu,Car,Daihatsu Mira ES L SA3 2024 Car,Petrol,Automatic,"Rs. 6,650,000",2024,Dehiwala-Mt,"4,000 km",https://riyasewana.com/buy/daihatsu-mira-es-sale-dehiwala-mount-lavinia-12122626
Suzuki,Car,Suzuki Swift Kei 2003 Car,Petrol,Automatic,"Rs. 3,850,000",2003,Matara,"130,000 km",https://riyasewana.com/buy/suzuki-swift-kei-sale-matara-12122612
